SalePrice,MSZoning,LotArea,Utilities,Condition1,Condition2,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,TotalBsmtSF,Heating,HeatingQC,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageArea,GarageQual,GarageCond,PoolArea,PoolQC,Fence,MiscFeature,MiscVal
146000,RL,9230,AllPub,Feedr,Norm,5,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,864,GasA,Gd,1200,1,1,Gd,6,0,,884,TA,TA,0,,MnPrv,,0
129000,RL,5868,AllPub,Norm,Norm,5,7,1956,2000,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,936,GasA,Ex,936,2,1,TA,4,0,,308,TA,TA,0,,,,0
176432,RL,9317,AllPub,Norm,Norm,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1314,GasA,Gd,1314,3,1,Gd,6,1,Gd,440,TA,TA,0,,,,0
127000,RM,6882,AllPub,Norm,Norm,6,7,1914,2006,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,TA,TA,684,GasA,TA,1355,3,1,Gd,7,0,,0,,,0,,,,0
170000,RL,3696,AllPub,Norm,Norm,8,5,1986,1986,Gable,CompShg,HdBoard,HdBoard,Gd,TA,CBlock,Gd,TA,1074,GasA,Ex,1088,2,1,Gd,5,0,,461,TA,TA,0,,,,0
128000,RM,6000,AllPub,Norm,Norm,4,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,TA,TA,672,GasA,TA,1324,3,1,TA,6,0,,240,TA,TA,0,,,,0
157000,RL,11880,AllPub,RRAn,Norm,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,Gd,TA,1271,GasA,TA,1601,3,1,TA,7,1,TA,478,TA,TA,0,,,,0
60000,RL,8400,AllPub,Norm,Norm,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,Fa,290,GasA,TA,438,1,1,Fa,3,0,,246,TA,TA,0,,,,0
119500,RL,9758,AllPub,Norm,Norm,5,5,1971,1971,Gable,CompShg,HdBoard,MetalSd,TA,TA,CBlock,TA,TA,950,GasA,TA,950,3,1,TA,5,0,,280,TA,TA,0,,,,0
135000,RL,7000,AllPub,Norm,Norm,5,7,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,1010,GasA,Ex,1134,2,1,TA,6,0,,254,TA,TA,0,,MnWw,,0
159500,RL,8910,AllPub,Norm,Norm,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,655,GasA,Ex,1194,3,1,TA,6,1,Fa,539,TA,TA,0,,,,0
106000,RM,2016,AllPub,Norm,Norm,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,630,GasA,TA,1302,3,1,TA,6,0,,440,TA,TA,0,,,,0
325000,RL,12256,AllPub,Norm,Norm,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,Ex,TA,1463,GasA,Ex,2622,3,1,Gd,9,2,TA,712,TA,TA,0,,,,0
179900,RL,10357,AllPub,Feedr,Norm,7,5,1990,1991,Hip,CompShg,HdBoard,HdBoard,Gd,TA,PConc,Gd,TA,910,GasA,Gd,1442,3,1,Gd,6,1,TA,719,TA,TA,0,,,,0
274725,RL,23257,AllPub,Norm,Norm,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,Gd,868,GasA,Ex,2021,3,1,Gd,9,1,Gd,422,TA,TA,0,,,,0
181000,RL,8063,AllPub,Norm,Norm,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,924,GasA,Ex,1690,3,1,TA,7,1,TA,463,TA,TA,0,,,,0
280000,RL,11362,AllPub,Norm,Norm,8,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,Ex,TA,1836,GasA,Ex,1836,3,1,Gd,7,1,Gd,862,TA,TA,0,,,,0
188000,RL,8000,AllPub,Norm,Norm,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,Gd,TA,773,GasA,Gd,1658,3,1,TA,8,1,TA,431,TA,TA,0,,,,0
205000,RL,10480,AllPub,Norm,Norm,7,6,1976,1976,Hip,CompShg,Plywood,Plywood,TA,TA,CBlock,TA,TA,803,GasA,TA,1964,4,1,TA,8,1,Gd,483,TA,TA,0,,,,0
129900,RL,7100,AllPub,Norm,Norm,5,7,1957,1957,Gable,CompShg,WdShing,Wd Shng,TA,TA,CBlock,TA,TA,816,GasA,TA,816,2,1,TA,5,0,,308,TA,TA,0,,,,0
134500,RL,8923,AllPub,Norm,Norm,5,7,1953,2006,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,1008,GasA,Gd,1008,2,1,Gd,6,0,,240,TA,TA,0,,,,0
117000,RL,5400,AllPub,Norm,Norm,5,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,TA,TA,833,GasA,Ex,833,2,1,Gd,4,0,,326,TA,TA,0,,MnPrv,,0
318000,RL,12085,AllPub,Norm,Norm,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,1734,GasA,Ex,1734,3,1,Ex,7,1,Gd,928,TA,TA,0,,,,0
184100,RL,7750,AllPub,Norm,Norm,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,408,GasA,Ex,1419,3,1,Gd,7,1,TA,527,TA,TA,0,,,,0
130000,RL,9764,AllPub,Feedr,Norm,5,7,1967,2003,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,894,GasA,Ex,894,3,1,Gd,5,0,,450,TA,TA,0,,,,0
140000,RL,13825,AllPub,Norm,Norm,5,6,1958,1987,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,TA,TA,533,GasA,TA,1601,3,1,TA,6,0,,300,TA,TA,0,,,,0
133700,RL,7560,AllPub,Norm,Norm,5,5,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,TA,TA,CBlock,TA,TA,1040,GasA,TA,1040,3,1,TA,6,0,,286,TA,TA,0,,GdWo,,0
118400,RM,8263,AllPub,Norm,Norm,6,5,1920,1950,Gable,CompShg,BrkFace,BrkFace,TA,TA,BrkTil,TA,TA,1012,GasA,TA,1012,2,1,TA,6,1,Gd,308,TA,TA,0,,MnPrv,,0
212900,RL,10084,AllPub,Norm,Norm,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1552,GasA,Ex,1552,3,1,Gd,7,0,,782,TA,TA,0,,,,0
112000,RL,8926,AllPub,Norm,Norm,4,3,1956,1956,Gable,CompShg,AsbShng,AsbShng,TA,TA,CBlock,TA,TA,672,GasA,Ex,960,3,1,TA,5,0,,288,TA,TA,0,,MnPrv,,0
118000,RL,9405,AllPub,Norm,Norm,5,9,1947,2008,Hip,CompShg,VinylSd,VinylSd,TA,Ex,CBlock,TA,TA,698,GasA,Ex,698,2,1,TA,4,0,,0,,,0,,,,0
163900,RL,9125,AllPub,Norm,Norm,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,Gd,TA,384,GasA,Gd,1482,3,1,Gd,7,1,TA,392,TA,TA,0,,,,0
115000,RL,10434,AllPub,Norm,Norm,4,5,1955,1955,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,TA,TA,1005,GasA,TA,1005,2,1,Fa,5,1,TA,672,Fa,Fa,0,,,,0
174000,RL,3684,AllPub,Norm,Norm,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1373,GasA,Ex,1555,2,1,Gd,7,1,TA,660,TA,TA,0,,,,0
259000,RL,14572,AllPub,Norm,Norm,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1530,GasA,Ex,1530,3,1,Gd,7,1,Gd,630,TA,TA,0,,,,0
215000,RL,11796,AllPub,Norm,Norm,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,847,GasA,Ex,1959,4,1,Gd,8,1,Gd,434,TA,TA,0,,,,0
140000,RM,7200,AllPub,Norm,Norm,5,5,1980,1980,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,Gd,TA,936,GasA,TA,936,2,1,TA,4,0,,672,TA,TA,0,,,,0
135000,RL,7804,AllPub,Norm,Norm,4,3,1928,1950,Gable,CompShg,WdShing,Plywood,TA,TA,BrkTil,TA,TA,1122,GasA,TA,1981,4,1,Gd,7,2,TA,576,TA,TA,0,,MnPrv,,0
93500,RL,10712,AllPub,Norm,Norm,5,5,1991,1992,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,Gd,TA,974,GasA,TA,974,3,1,TA,5,0,,0,,,0,,MnPrv,,0
117500,RM,9900,AllPub,Norm,Norm,6,4,1880,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,1008,GasW,TA,2210,5,1,Fa,8,0,,205,Fa,TA,0,,,,0
239500,RL,9828,AllPub,Norm,Norm,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1128,GasA,Ex,2020,3,1,Gd,8,1,TA,466,TA,TA,0,,,,0
169000,RL,8773,AllPub,Norm,Norm,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,916,GasA,Gd,1600,3,1,TA,7,1,TA,460,TA,TA,0,,,,0
102000,RM,6180,AllPub,Norm,Norm,6,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,960,GasA,TA,986,2,1,TA,5,1,Gd,180,TA,TA,0,,,,0
119000,RL,9600,AllPub,Norm,Norm,6,5,1950,1950,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,1032,GasA,TA,1252,3,1,TA,6,0,,288,TA,TA,0,,,,0
94000,RL,6342,AllPub,Feedr,Norm,5,8,1875,1996,Gable,CompShg,VinylSd,VinylSd,TA,Gd,CBlock,TA,TA,780,GasA,Gd,1020,2,1,TA,6,0,,0,,,0,,,,0
196000,RL,9819,AllPub,Norm,Norm,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,TA,TA,PConc,TA,TA,1567,GasA,TA,1567,2,1,Gd,5,2,TA,714,TA,TA,0,,,,0
144000,RL,8731,AllPub,Norm,Norm,5,5,1920,1950,Gable,CompShg,Stucco,Stucco,TA,Fa,BrkTil,TA,TA,915,GasA,TA,1167,3,1,TA,6,1,Gd,495,TA,TA,0,,,,0
139000,RL,7350,AllPub,Norm,Norm,5,7,1951,1951,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,952,GasA,TA,952,2,1,TA,4,0,,840,TA,TA,0,,,,0
197500,RL,10304,AllPub,PosN,Norm,5,7,1976,1976,Gable,CompShg,Plywood,Plywood,TA,Gd,CBlock,TA,TA,780,GasA,Ex,1868,4,1,Gd,9,1,TA,484,TA,TA,0,,,,0
424870,RL,9965,AllPub,Norm,Norm,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,1466,GasA,Ex,2828,4,1,Gd,11,1,TA,1052,TA,TA,0,,,,0
80000,RL,9000,AllPub,Norm,Norm,5,3,1959,1959,Gable,CompShg,Wd Sdng,Plywood,TA,TA,CBlock,TA,TA,1006,GasA,TA,1006,3,1,TA,5,0,,0,,,0,,,,0
80000,RL,12180,AllPub,Norm,Norm,4,4,1941,1950,Gable,CompShg,MetalSd,MetalSd,TA,Fa,BrkTil,Gd,TA,672,Grav,Fa,924,2,1,Fa,5,0,,280,TA,TA,0,,MnPrv,,0
149000,RM,6240,AllPub,Norm,Norm,5,6,1928,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,TA,TA,1042,GasA,Ex,1576,3,1,TA,8,1,Gd,225,TA,TA,0,,,,0
180000,RL,11200,AllPub,Norm,Norm,6,5,1985,1985,Gable,CompShg,Wd Sdng,Wd Shng,Gd,TA,CBlock,Gd,TA,1298,GasA,TA,1298,3,1,Gd,5,1,TA,403,TA,TA,0,,,,0
174500,RL,12000,AllPub,Norm,Norm,7,7,1941,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,704,GasA,Ex,1564,3,1,Fa,7,1,Gd,234,TA,TA,0,,,,0
116900,RM,5700,AllPub,Norm,Norm,7,7,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,TA,TA,572,GasA,TA,1111,2,1,TA,5,1,Gd,288,TA,TA,0,,,,0
143000,RM,9000,AllPub,Artery,Norm,7,9,1920,1988,Hip,CompShg,VinylSd,VinylSd,TA,Gd,PConc,TA,TA,650,GasA,Ex,1482,3,1,TA,7,0,,324,TA,TA,0,,,,0
124000,RL,8280,AllPub,Norm,Norm,6,5,1950,1950,Gable,CompShg,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,932,GasA,Ex,932,2,1,Gd,4,1,Gd,306,TA,TA,0,,GdPrv,,0
149900,RL,17755,AllPub,Norm,Norm,5,4,1959,1959,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,TA,TA,1466,GasA,TA,1466,3,1,Fa,6,2,Gd,528,TA,TA,0,,,,0
230000,RL,14115,AllPub,Norm,Norm,6,7,1956,2004,Gable,CompShg,Stone,Stone,TA,TA,PConc,TA,TA,1073,GasA,Ex,1811,2,1,Ex,6,1,Gd,470,TA,TA,0,,,,0
120500,RM,5890,AllPub,Norm,Norm,6,8,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,Gd,BrkTil,TA,TA,816,GasA,Ex,816,2,1,TA,5,0,,432,TA,TA,0,,,,0
201800,RL,13700,AllPub,Norm,Norm,7,6,1965,1988,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,864,GasA,TA,1820,4,1,Gd,8,2,Gd,492,TA,TA,0,,GdPrv,,0
218000,RL,10768,AllPub,Norm,Norm,5,8,1976,2004,Gable,CompShg,Plywood,Plywood,Gd,Gd,CBlock,Gd,TA,1437,GasA,TA,1437,3,1,Gd,6,1,Fa,528,TA,TA,0,,,,0
179900,RL,9350,AllPub,Norm,Norm,5,8,1965,1999,Gable,CompShg,BrkFace,BrkFace,TA,Gd,PConc,TA,TA,1219,GasA,Gd,1265,3,1,Gd,6,1,Gd,502,TA,TA,0,,MnPrv,,0
230000,RL,5001,AllPub,Norm,Norm,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1314,GasA,Ex,1314,2,1,Gd,6,1,Gd,626,TA,TA,0,,,,0
235128,RL,11932,AllPub,Feedr,Norm,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1580,GasA,Ex,1580,3,1,Gd,7,0,,830,TA,TA,0,,,,0
185000,RL,9120,AllPub,Norm,Norm,6,6,1974,1974,Hip,CompShg,HdBoard,HdBoard,Gd,TA,CBlock,TA,TA,901,GasA,TA,1876,4,1,Gd,8,1,TA,540,Gd,TA,0,,,,0
146000,RL,2280,AllPub,Norm,Norm,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,TA,TA,CBlock,Gd,TA,855,GasA,Fa,1456,3,1,TA,7,1,TA,440,TA,TA,0,,,,0
224000,RL,14778,AllPub,PosN,Norm,6,7,1954,2006,Hip,CompShg,HdBoard,HdBoard,Gd,TA,CBlock,TA,TA,1296,GasA,Ex,1640,3,1,Gd,7,1,Gd,924,TA,TA,0,,,,0
129000,RL,8724,AllPub,Norm,Norm,5,5,1968,1968,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,Gd,TA,894,GasA,Gd,894,3,1,TA,5,1,Po,450,TA,TA,0,,,,0
108959,RL,12900,AllPub,Feedr,Norm,4,4,1969,1969,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,Gd,TA,1198,GasA,TA,1258,0,2,TA,6,0,,400,Fa,TA,0,,,,0
194000,RL,16157,AllPub,Feedr,Norm,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,TA,TA,PConc,Gd,TA,1360,GasA,Ex,1432,2,1,Gd,5,1,TA,588,TA,TA,0,,,,0
233170,RL,9541,AllPub,Norm,Norm,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1502,GasA,Ex,1502,3,1,Gd,7,0,,644,TA,TA,0,,,,0
245350,RL,10475,AllPub,Norm,Norm,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1694,GasA,Ex,1694,3,1,Gd,7,0,,776,TA,TA,0,,,,0
173000,RL,10852,AllPub,RRAn,Norm,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,959,GasA,Ex,1671,3,1,TA,7,1,TA,472,TA,TA,0,,,,0
235000,RL,13728,AllPub,Norm,Norm,6,7,1935,1986,Hip,CompShg,Stucco,Stucco,TA,TA,CBlock,TA,TA,1127,GasA,Ex,2108,4,1,Gd,7,2,TA,540,TA,TA,0,,,,0
625000,RL,35760,AllPub,Norm,Norm,10,5,1995,1996,Hip,CompShg,HdBoard,HdBoard,Gd,Gd,PConc,Ex,TA,1930,GasA,Ex,3627,4,1,Gd,10,1,TA,807,TA,TA,0,,,,0
171000,RL,9880,AllPub,Norm,Norm,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,TA,TA,1096,GasA,TA,1118,3,1,TA,6,1,Po,358,TA,TA,576,Gd,GdPrv,,0
163000,RL,9120,AllPub,Norm,Norm,6,6,1958,1958,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,1261,GasA,Ex,1261,3,1,TA,6,1,TA,433,TA,TA,0,,,Shed,1400
171900,FV,4017,AllPub,Norm,Norm,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,Gd,TA,625,GasA,Ex,1250,2,1,Gd,5,0,,625,TA,TA,0,,,,0
200500,RL,18030,AllPub,Norm,Norm,5,6,1946,1994,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,1598,GasA,TA,3086,3,1,Ex,12,1,Gd,0,,,0,,MnPrv,,0
239000,RL,16560,AllPub,Norm,Norm,6,8,1932,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,Gd,TA,952,GasA,TA,2345,4,1,TA,9,1,Gd,360,TA,TA,0,,,,0
285000,RL,10678,AllPub,Norm,Norm,8,5,1992,2000,Hip,CompShg,HdBoard,HdBoard,Gd,TA,PConc,Gd,TA,1683,GasA,Ex,2872,4,1,Gd,9,1,TA,541,TA,TA,0,,,,0
119500,RL,6951,AllPub,Norm,Norm,5,5,1984,1985,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,TA,TA,876,GasA,TA,923,3,1,TA,5,0,,264,TA,TA,0,,MnPrv,,0
115000,RM,3950,AllPub,Artery,Norm,6,8,1926,2004,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,818,GasA,TA,1224,3,1,TA,5,0,,210,TA,TA,0,,,,0
154900,RL,7681,AllPub,Norm,Norm,5,6,1921,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,731,GasA,Ex,1343,3,1,TA,7,1,Gd,186,Fa,TA,0,,,,0
93000,RL,8335,AllPub,Norm,Norm,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,Slab,,,0,GasA,Gd,1124,3,1,TA,5,1,Gd,0,,,0,,,,0
250000,RL,11170,AllPub,Norm,Norm,7,5,1990,1991,Gable,CompShg,MetalSd,MetalSd,TA,TA,Wood,Gd,TA,1216,GasA,Ex,2514,4,1,TA,8,0,,693,TA,TA,0,,GdPrv,,0
392500,RM,5587,AllPub,Norm,Norm,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,Ex,TA,PConc,Ex,TA,1600,GasA,Ex,1652,2,1,Gd,5,1,Gd,482,TA,TA,0,,,,0
745000,RL,15623,AllPub,Norm,Norm,10,5,1996,1996,Hip,CompShg,Wd Sdng,ImStucc,Gd,TA,PConc,Ex,TA,2396,GasA,Ex,4476,4,1,Ex,10,2,TA,813,TA,TA,555,Ex,MnPrv,,0
120000,RL,10800,AllPub,Norm,Norm,5,6,1920,1950,Hip,CompShg,Stucco,Stucco,TA,TA,BrkTil,TA,TA,1120,GasA,Ex,1130,2,1,TA,5,1,Gd,720,TA,TA,0,,,,0
186700,RL,35133,AllPub,Norm,Norm,5,4,1963,1963,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,1572,GasA,Gd,1572,3,1,TA,5,2,TA,995,TA,TA,0,,,,0
104900,RL,9738,AllPub,Norm,Norm,5,7,1924,1950,Gable,CompShg,AsbShng,AsbShng,TA,Gd,BrkTil,TA,TA,784,GasA,Gd,1221,4,1,TA,7,0,,392,TA,TA,0,,,,0
95000,RL,10615,AllPub,Artery,Artery,3,5,1900,1970,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,Fa,TA,978,GasA,TA,1699,3,2,TA,7,0,,420,Fa,Fa,0,,,,0
262000,RL,12461,AllPub,Norm,Norm,8,5,1994,1995,Gable,CompShg,ImStucc,ImStucc,Gd,TA,PConc,Gd,TA,1624,GasA,Ex,1624,2,1,Gd,5,1,Fa,757,TA,TA,0,,GdPrv,,0
195000,RL,8935,AllPub,Norm,Norm,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,831,GasA,Ex,1660,3,1,Gd,7,0,,493,TA,TA,0,,,,0
189000,RL,7500,AllPub,Norm,Norm,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,TA,TA,994,GasA,Gd,1804,3,1,Gd,7,1,TA,442,TA,TA,0,,,,0
168000,RL,32463,AllPub,Norm,Norm,4,4,1961,1975,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,TA,TA,1249,GasA,Ex,1622,3,1,TA,7,1,TA,1356,TA,TA,0,,,,0
174000,FV,2645,AllPub,Norm,Norm,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,Gd,TA,776,GasA,Ex,1441,2,1,Gd,5,0,,492,TA,TA,0,,,,0
125000,RM,9600,AllPub,Norm,Norm,5,8,1925,1994,Gambrel,CompShg,VinylSd,VinylSd,TA,TA,PConc,TA,TA,702,GasA,Gd,1472,3,1,Gd,6,0,,250,TA,Fa,0,,GdWo,,0
165000,RM,4500,AllPub,Norm,Norm,6,5,1999,1999,Hip,CompShg,VinylSd,VinylSd,TA,TA,PConc,Ex,TA,1224,GasA,Ex,1224,2,1,TA,5,0,,402,TA,TA,0,,,,0
158000,RL,9364,AllPub,Norm,Norm,6,7,1969,1969,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,663,GasA,TA,1352,4,1,TA,7,0,,299,TA,TA,0,,MnPrv,,0
176000,RL,8029,AllPub,Norm,Norm,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,728,GasA,Ex,1456,3,1,Gd,8,0,,400,TA,TA,0,,,,0
219210,RL,14054,AllPub,Norm,Norm,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,879,GasA,Ex,1863,4,1,Gd,9,1,Gd,660,TA,TA,0,,,,0
144000,RM,8850,AllPub,Norm,Norm,7,6,1916,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,TA,TA,815,GasA,Ex,1690,3,1,TA,7,1,Gd,225,TA,TA,0,,,,0
178000,RL,9100,AllPub,Norm,Norm,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1212,GasA,Ex,1212,3,1,Gd,6,0,,573,TA,TA,0,,,,0
148000,RL,11235,AllPub,Norm,Norm,4,5,1963,1979,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,1051,GasA,Gd,1382,3,1,TA,6,1,Po,459,TA,TA,0,,,,0
116050,RL,9353,AllPub,Norm,Norm,4,5,1970,1970,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,864,GasA,Gd,864,3,1,TA,5,0,,280,TA,TA,0,,,Shed,0
197900,RL,10400,AllPub,Norm,Norm,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,866,GasA,Ex,1779,3,1,Gd,6,0,,546,TA,TA,0,,,,0
117000,RM,6000,AllPub,Norm,Norm,5,8,1925,1997,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,884,GasA,Ex,1348,3,1,TA,5,1,Fa,216,TA,TA,0,,,,0
213000,RL,9750,AllPub,Norm,Norm,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1630,GasA,Ex,1630,3,1,Gd,6,1,TA,451,TA,TA,0,,,,0
153500,RL,10140,AllPub,Norm,Norm,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,Gd,TA,1056,GasA,Ex,1074,3,1,TA,6,0,,495,TA,TA,0,,MnPrv,,0
271900,RL,14684,AllPub,Norm,Norm,7,7,1990,1991,Hip,CompShg,HdBoard,HdBoard,Gd,TA,CBlock,Gd,TA,2158,GasA,Gd,2196,3,1,Gd,7,1,TA,701,TA,TA,0,,,,0
107000,RH,8900,AllPub,Norm,Norm,4,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,1056,GasA,TA,1056,2,1,TA,5,0,,384,TA,TA,0,,MnPrv,,0
200000,RL,9135,AllPub,Norm,Norm,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1682,GasA,Ex,1700,3,1,Gd,7,0,,544,TA,TA,0,,,,0
140000,RL,7763,AllPub,Norm,Norm,5,7,1962,1980,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,TA,TA,931,GasA,TA,1283,3,1,TA,6,0,,506,TA,TA,0,,,,0
290000,RL,10182,AllPub,RRNn,Norm,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,1660,GasA,Ex,1660,3,1,Gd,8,1,Gd,500,TA,TA,0,,,,0
189000,RL,11218,AllPub,Norm,Norm,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,PConc,Gd,TA,1055,GasA,Ex,1845,3,1,Gd,8,1,TA,462,TA,TA,0,,GdPrv,Shed,400
164000,RL,12134,AllPub,Norm,Norm,8,7,1988,2005,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,Wood,Gd,TA,559,GasA,Gd,1752,4,1,TA,8,0,,492,TA,TA,0,,,,0
113000,RL,9340,AllPub,Norm,Norm,4,6,1941,1950,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,672,GasA,TA,672,2,1,TA,4,0,,234,TA,TA,0,,,,0
